State ,City,Location,Month,Nitrogen,Phosphorous,Potassium,Temperature,Humidity,Ph,RainFall,CropType
Virginia,Norfolk,36°55′N 76°14′W / 36.92°N 76.24°W,October,80,76,69,63.07531319,67,5,67.7,apple
Washington,Spokane,47°40′N 117°26′W / 47.67°N 117.43°W,October,80,51,53,46.99197365,76,6,79.4,muskmelon
California,Fremont,37°29′N 121°56′W / 37.49°N 121.94°W,October,87,71,64,70.1202047,75,3,112.1,mothbeans
Virginia,Richmond,37°32′N 77°29′W / 37.53°N 77.48°W,October,91,48,47,74.41168762,77,8,87.6,watermelon
California,Santa Clarita,34°25′N 118°29′W / 34.41°N 118.49°W,October,79,76,80,71.921527,79,3,133.6,orange
California,San Bernardino,34°08′N 117°17′W / 34.14°N 117.29°W,October,89,81,69,78.6709611,72,8,96.5,rice
Louisiana,Baton Rouge,30°26′N 91°08′W / 30.44°N 91.13°W,October,71,84,68,74.59283688,73,5,81.2,watermelon
Florida,Hialeah,25°52′N 80°18′W / 25.87°N 80.30°W,October,84,40,80,73.80059767,85,3,73.9,jute
Washington,Tacoma,47°15′N 122°28′W / 47.25°N 122.46°W,October,89,68,76,62.61084001,76,6,103.6,cotton
California,Modesto,37°38′N 121°00′W / 37.64°N 121.00°W,October,77,69,40,57.26657021,71,6,97.1,watermelon
Florida,Port St. Lucie,27°17′N 80°23′W / 27.28°N 80.39°W,October,90,80,52,45.02239155,78,4,138.9,mothbeans
Alabama,Huntsville,34°47′N 86°32′W / 34.78°N 86.53°W,October,90,78,75,52.9819762,67,5,98.7,papaya
Iowa,Des Moines,41°34′N 93°37′W / 41.57°N 93.61°W,October,74,62,59,69.201892,80,8,82.9,mothbeans
California,Moreno Valley,33°55′N 117°13′W / 33.92°N 117.21°W,October,69,46,70,57.46789548,74,6,65.2,apple
California,Fontana,34°07′N 117°28′W / 34.11°N 117.46°W,October,87,42,82,67.79546828,65,7,42,pomegranate
Texas,Frisco,33°10′N 96°49′W / 33.16°N 96.82°W,October,89,83,63,75.61686124,69,6,122.2,apple
New York,Rochester,43°10′N 77°37′W / 43.17°N 77.62°W,October,65,71,53,62.84190624,73,6,147.3,lentil
New York,Yonkers,40°57′N 73°52′W / 40.95°N 73.87°W,October,73,54,67,70.6808747,77,8,43.6,kidneybeans
North Carolina,Fayetteville,35°05′N 78°58′W / 35.08°N 78.97°W,October,93,73,40,77.38782287,68,5,106.6,papaya
Massachusetts,Worcester,42°16′N 71°49′W / 42.27°N 71.81°W,October,71,61,43,66.36976926,78,4,134.2,pigeonpeas
Georgia,Columbus,32°31′N 84°52′W / 32.51°N 84.87°W,October,84,84,65,47.8471891,68,4,80.1,orange
Florida,Cape Coral,26°39′N 81°59′W / 26.65°N 81.99°W,October,67,73,59,51.55267978,73,3,135.9,apple
Texas,McKinney,33°12′N 96°40′W / 33.20°N 96.66°W,October,87,81,77,61.37137453,65,4,112.3,papaya
Arkansas,Little Rock,34°43′N 92°22′W / 34.72°N 92.36°W,October,93,46,77,65.66726469,80,6,144.3,cotton
California,Oxnard,34°12′N 119°13′W / 34.20°N 119.21°W,October,86,59,78,66.4837046,75,7,59.7,apple
Texas,Amarillo,35°12′N 101°50′W / 35.20°N 101.83°W,October,82,47,82,57.67279887,82,8,115.2,mothbeans
Georgia,Augusta,33°22′N 82°04′W / 33.37°N 82.07°W,October,79,51,59,65.83853156,85,7,138.7,watermelon
Utah,Salt Lake City,40°47′N 111°56′W / 40.78°N 111.93°W,October,92,67,56,65.7073617,78,6,105.9,kidneybeans
Alabama,Montgomery,32°21′N 86°16′W / 32.35°N 86.27°W,October,77,64,83,79.78788018,70,4,96.9,mungbean
Alabama,Birmingham,33°32′N 86°48′W / 33.53°N 86.80°W,October,75,80,69,69.71472379,82,7,124.9,muskmelon
Michigan,Grand Rapids,42°58′N 85°40′W / 42.96°N 85.66°W,October,67,62,59,76.89377767,68,6,42.9,pomegranate
Texas,Grand Prairie,32°41′N 97°01′W / 32.69°N 97.02°W,October,74,49,51,70.34232503,77,5,148.7,grapes
Kansas,Overland Park,38°53′N 94°41′W / 38.89°N 94.69°W,October,82,50,76,67.93671099,65,7,74.1,cotton
Florida,Tallahassee,30°28′N 84°15′W / 30.46°N 84.25°W,October,79,42,43,50.44873386,75,7,100.6,papaya
California,Huntington Beach,33°42′N 118°00′W / 33.70°N 118.00°W,October,65,60,73,77.176286,83,5,71.6,blackgram
South Dakota,Sioux Falls,43°32′N 96°44′W / 43.54°N 96.73°W,October,82,72,50,49.661443,72,6,107.7,chickpea
Arizona,Peoria,33°47′N 112°19′W / 33.79°N 112.31°W,October,88,73,66,48.45986376,70,3,139.9,pigeonpeas
Tennessee,Knoxville,35°58′N 83°57′W / 35.97°N 83.95°W,October,76,63,75,74.76485437,70,3,60.7,chickpea
California,Glendale,34°11′N 118°15′W / 34.18°N 118.25°W,October,87,44,68,51.32096209,73,5,136.8,mothbeans
Washington,Vancouver,45°38′N 122°36′W / 45.64°N 122.60°W,October,77,81,74,70.87628393,85,4,136.9,mungbean
Rhode Island,Providence,41°49′N 71°25′W / 41.82°N 71.42°W,October,76,48,70,51.64870053,77,8,107.4,muskmelon
Ohio,Akron,41°05′N 81°31′W / 41.08°N 81.52°W,October,65,56,81,60.98755943,68,8,108.6,kidneybeans
Texas,Brownsville,26°00′N 97°27′W / 26.00°N 97.45°W,October,66,75,63,74.15901973,81,8,125.8,banana
Alabama,Mobile,30°40′N 88°06′W / 30.67°N 88.10°W,October,92,67,48,69.36366622,70,6,78.1,mango
Virginia,Newport News,37°05′N 76°31′W / 37.08°N 76.52°W,October,70,63,46,77.07714815,72,6,139.1,chickpea
Arizona,Tempe,33°23′N 111°56′W / 33.39°N 111.93°W,October,92,61,69,60.30855114,67,8,111.5,kidneybeans
Louisiana,Shreveport,32°28′N 93°47′W / 32.47°N 93.79°W,October,86,45,64,60.9916587,69,4,50.4,grapes
Tennessee,Chattanooga,35°04′N 85°15′W / 35.07°N 85.25°W,October,74,48,53,48.32865958,75,3,100.9,cotton
Florida,Fort Lauderdale,26°08′N 80°09′W / 26.14°N 80.15°W,October,84,77,61,49.66921016,71,5,58.7,blackgram
Illinois,Aurora,41°46′N 88°17′W / 41.76°N 88.29°W,October,79,81,73,59.63459134,84,3,141,lentil
California,Elk Grove,38°25′N 121°23′W / 38.41°N 121.38°W,October,85,75,68,71.99494543,76,8,131.3,rice
California,Ontario,34°02′N 117°36′W / 34.04°N 117.60°W,October,90,83,79,59.57832679,83,7,60.7,maize
Oregon,Salem,44°55′N 123°01′W / 44.92°N 123.02°W,October,88,84,57,79.09150093,85,8,41.2,mango
North Carolina,Cary,35°47′N 78°49′W / 35.78°N 78.82°W,October,67,40,43,51.09153719,71,3,81.3,pigeonpeas
California,Santa Rosa,38°27′N 122°43′W / 38.45°N 122.71°W,October,92,58,68,63.47605712,74,7,89.9,kidneybeans
California,Rancho Cucamonga,34°07′N 117°34′W / 34.12°N 117.56°W,October,92,84,82,72.19326386,79,5,112.3,rice
Oregon,Eugene,44°04′N 123°07′W / 44.06°N 123.12°W,October,77,65,53,73.38312735,72,8,81.8,orange
California,Oceanside,33°13′N 117°19′W / 33.22°N 117.31°W,October,65,43,43,58.86764896,74,6,82,kidneybeans
Tennessee,Clarksville,36°34′N 87°21′W / 36.57°N 87.35°W,October,72,63,42,73.0456306,73,5,98.1,kidneybeans
California,Garden Grove,33°47′N 117°58′W / 33.78°N 117.96°W,October,85,82,45,68.77579212,69,5,99.7,blackgram
California,Lancaster,34°41′N 118°11′W / 34.69°N 118.18°W,October,93,41,53,58.36891721,78,8,91.1,mungbean
Missouri,Springfield,37°11′N 93°17′W / 37.19°N 93.29°W,October,89,81,81,75.37996188,78,4,47.6,chickpea
Florida,Pembroke Pines,26°01′N 80°20′W / 26.01°N 80.34°W,October,79,57,46,74.89524852,75,3,86.9,mungbean
Colorado,Fort Collins,40°33′N 105°04′W / 40.55°N 105.06°W,October,81,43,60,56.01121038,67,3,66.2,chickpea
California,Palmdale,34°35′N 118°07′W / 34.59°N 118.11°W,October,66,71,81,59.64132524,77,6,80.6,chickpea
California,Salinas,36°41′N 121°38′W / 36.69°N 121.63°W,October,68,58,57,51.66656467,72,5,82.3,cotton
California,Hayward,37°38′N 122°06′W / 37.63°N 122.10°W,October,91,65,73,53.1789946,71,3,140.5,orange
California,Corona,33°52′N 117°34′W / 33.86°N 117.57°W,October,71,53,78,60.29537108,79,7,144.6,rice
New Jersey,Paterson,40°55′N 74°10′W / 40.91°N 74.16°W,October,84,58,83,47.17223527,80,5,120,watermelon
Tennessee,Murfreesboro,35°51′N 86°25′W / 35.85°N 86.42°W,October,73,58,77,58.82898301,80,6,144.8,banana
Georgia,Macon,32°49′N 83°41′W / 32.81°N 83.69°W,October,82,42,63,47.51104752,69,3,125.3,watermelon
Colorado,Lakewood,39°42′N 105°07′W / 39.70°N 105.12°W,October,92,70,55,57.68957328,71,5,75.3,maize
Texas,Killeen,31°05′N 97°44′W / 31.08°N 97.73°W,October,72,52,41,64.62507473,73,4,106,papaya
Massachusetts,Springfield,42°07′N 72°32′W / 42.12°N 72.54°W,October,91,80,78,49.53992774,68,4,58.7,blackgram
Virginia,Alexandria,38°49′N 77°05′W / 38.82°N 77.08°W,October,88,81,85,76.34765062,75,3,49.8,jute
Kansas,Kansas City,39°07′N 94°44′W / 39.12°N 94.74°W,October,82,46,44,52.77372045,77,7,136,lentil
California,Sunnyvale,37°23′N 122°02′W / 37.39°N 122.03°W,October,70,47,55,73.3614728,77,4,142.1,rice
Florida,Hollywood,26°02′N 80°10′W / 26.03°N 80.16°W,October,86,70,84,70.79713727,82,4,81.2,mungbean
California,Roseville,38°46′N 121°19′W / 38.77°N 121.32°W,October,77,45,54,67.15647419,76,8,139.9,blackgram
South Carolina,Charleston,32°50′N 79°58′W / 32.83°N 79.97°W,October,65,73,59,59.50665996,66,4,80.1,pigeonpeas
California,Escondido,33°08′N 117°04′W / 33.13°N 117.07°W,October,71,79,83,53.78010701,75,7,44.3,lentil
Illinois,Joliet,41°31′N 88°09′W / 41.52°N 88.15°W,October,82,41,46,65.61683909,76,3,65.1,rice
Mississippi,Jackson,32°19′N 90°13′W / 32.32°N 90.21°W,October,80,44,62,51.724233,85,6,41.4,orange
Washington,Bellevue,47°36′N 122°10′W / 47.60°N 122.16°W,October,91,46,81,46.93352452,84,6,61.6,apple
Arizona,Surprise,33°40′N 112°27′W / 33.67°N 112.45°W,October,83,80,40,45.02265114,80,6,41.7,cotton
Illinois,Naperville,41°45′N 88°10′W / 41.75°N 88.16°W,October,80,69,44,64.35898816,85,7,134.3,chickpea
Texas,Pasadena,29°39′N 95°09′W / 29.65°N 95.15°W,October,89,64,72,75.85026929,72,5,117,blackgram
California,Pomona,34°04′N 117°46′W / 34.06°N 117.76°W,October,81,62,67,58.46134527,81,7,126.1,jute
Connecticut,Bridgeport,41°11′N 73°12′W / 41.19°N 73.20°W,October,71,78,43,68.40672045,82,5,106.7,watermelon
Texas,Denton,33°13′N 97°08′W / 33.22°N 97.14°W,October,89,44,59,52.56568807,74,5,120.1,chickpea
Illinois,Rockford,42°16′N 89°04′W / 42.26°N 89.06°W,October,77,52,40,74.08614609,71,7,98.1,blackgram
Texas,Mesquite,32°46′N 96°35′W / 32.76°N 96.59°W,October,83,84,64,45.11359224,84,8,133.2,pigeonpeas
Georgia,Savannah,32°00′N 81°09′W / 32.00°N 81.15°W,October,91,52,56,67.97539751,73,3,149.6,watermelon
New York,Syracuse,43°02′N 76°08′W / 43.04°N 76.14°W,October,80,44,68,46.21246435,78,4,90.4,chickpea
Texas,McAllen,26°13′N 98°15′W / 26.22°N 98.25°W,October,73,74,45,68.682938,72,6,115.2,jute
California,Torrance,33°50′N 118°22′W / 33.83°N 118.36°W,October,67,63,46,48.95805369,79,6,136.6,blackgram
Kansas,Olathe,38°53′N 94°49′W / 38.88°N 94.82°W,October,92,79,69,74.13967951,81,4,121.3,maize
California,Visalia,36°20′N 119°20′W / 36.33°N 119.33°W,October,90,60,65,74.21629841,73,8,125.8,grapes
Colorado,Thornton,39°55′N 104°56′W / 39.92°N 104.94°W,October,76,55,46,74.57285465,79,5,122.5,jute
California,Fullerton,33°53′N 117°56′W / 33.89°N 117.93°W,October,77,53,42,54.46158891,83,3,124.2,jute
Florida,Gainesville,29°41′N 82°21′W / 29.68°N 82.35°W,October,88,61,40,50.01299757,75,7,46.5,lentil
Texas,Waco,31°34′N 97°11′W / 31.56°N 97.19°W,October,76,64,66,75.41499021,76,3,65.7,mango
Utah,West Valley City,40°41′N 112°01′W / 40.69°N 112.01°W,October,71,83,71,69.07810077,80,6,77.8,rice
Michigan,Warren,42°29′N 83°02′W / 42.49°N 83.03°W,October,72,77,85,69.81656335,76,3,67.8,mungbean
New Jersey,Lakewood,40°05′N 74°12′W / 40.08°N 74.20°W,October,91,54,68,61.39662822,79,4,89.3,watermelon
Virginia,Hampton,37°03′N 76°18′W / 37.05°N 76.30°W,October,65,42,56,68.30417184,67,4,88.5,mungbean
Ohio,Dayton,39°47′N 84°12′W / 39.78°N 84.20°W,October,78,57,68,61.71592835,69,5,143.1,pigeonpeas
South Carolina,Columbia,34°02′N 80°55′W / 34.04°N 80.91°W,October,74,76,60,56.22561989,84,8,57.2,grapes
California,Orange,33°47′N 117°52′W / 33.79°N 117.86°W,October,76,60,50,63.04387265,85,4,49.2,cotton
Iowa,Cedar Rapids,41°58′N 91°41′W / 41.97°N 91.68°W,October,86,51,58,52.14441006,85,5,86.4,lentil
Connecticut,Stamford,41°05′N 73°33′W / 41.08°N 73.55°W,October,75,71,67,60.26692384,69,5,41.5,kidneybeans
California,Victorville,34°32′N 117°21′W / 34.53°N 117.35°W,October,86,72,41,56.49728346,81,6,123.9,muskmelon
California,Pasadena,34°10′N 118°08′W / 34.16°N 118.14°W,October,76,53,67,57.99042609,83,4,128.5,pomegranate
New Jersey,Elizabeth,40°40′N 74°11′W / 40.67°N 74.19°W,October,93,55,49,51.38140246,73,7,95.2,muskmelon
Connecticut,New Haven,41°19′N 72°55′W / 41.31°N 72.92°W,October,65,82,49,57.78277402,71,4,70.8,mungbean
Florida,Miramar,25°58′N 80°20′W / 25.97°N 80.34°W,October,91,43,52,54.35739497,84,4,103.9,apple
Washington,Kent,47°23′N 122°13′W / 47.39°N 122.21°W,October,79,48,79,69.47667661,65,8,89.1,pigeonpeas
Michigan,Sterling Heights,42°35′N 83°02′W / 42.58°N 83.03°W,October,71,40,45,56.54003488,71,4,96.3,rice
Texas,Carrollton,32°59′N 96°54′W / 32.99°N 96.90°W,October,75,83,85,79.49278737,73,8,58.5,mango
Florida,Coral Springs,26°16′N 80°16′W / 26.27°N 80.26°W,October,65,67,43,49.36108612,71,6,95.3,kidneybeans
Texas,Midland,32°01′N 102°07′W / 32.02°N 102.11°W,October,76,69,52,46.12540603,73,3,136.2,banana
Oklahoma,Norman,35°14′N 97°21′W / 35.24°N 97.35°W,October,77,45,65,73.1416695,74,5,47.7,rice
Georgia,Athens,33°57′N 83°22′W / 33.95°N 83.37°W,October,74,85,57,48.90037223,80,7,112.6,banana
California,Santa Clara,37°22′N 121°58′W / 37.36°N 121.97°W,October,78,73,74,61.94504144,80,5,63.9,lentil
Missouri,Columbia,38°57′N 92°20′W / 38.95°N 92.33°W,October,80,51,83,58.21667521,74,3,139.4,jute
North Dakota,Fargo,46°52′N 96°50′W / 46.86°N 96.83°W,October,75,43,41,53.28958271,72,4,74.3,blackgram
Texas,Pearland,29°34′N 95°19′W / 29.56°N 95.32°W,October,66,47,80,54.62228886,82,3,83.9,lentil
California,Simi Valley,34°16′N 118°45′W / 34.27°N 118.75°W,October,75,75,45,52.11626656,82,5,96.6,mango
Idaho,Meridian,43°37′N 116°24′W / 43.61°N 116.40°W,October,65,64,78,65.93658766,80,7,113.9,kidneybeans
Kansas,Topeka,39°02′N 95°41′W / 39.03°N 95.69°W,October,70,54,63,73.09890955,81,4,54.2,blackgram
Pennsylvania,Allentown,40°35′N 75°29′W / 40.59°N 75.48°W,October,70,73,70,75.90251113,77,5,56.3,kidneybeans
California,Thousand Oaks,34°11′N 118°52′W / 34.19°N 118.87°W,October,66,77,84,64.10415247,67,5,126.3,maize
Texas,Abilene,32°27′N 99°44′W / 32.45°N 99.74°W,October,82,74,63,59.84868172,65,6,67.5,rice
California,Vallejo,38°07′N 122°16′W / 38.11°N 122.26°W,October,92,53,47,64.93713053,76,6,104.7,apple
California,Concord,37°58′N 122°00′W / 37.97°N 122.00°W,October,82,83,83,54.15714759,80,8,41.3,pomegranate
Texas,Round Rock,30°32′N 97°40′W / 30.53°N 97.66°W,October,74,84,52,64.44395563,66,6,103.5,blackgram
Colorado,Arvada,39°50′N 105°09′W / 39.83°N 105.15°W,October,90,80,42,79.17911465,75,4,143.4,pomegranate
California,Clovis,36°50′N 119°41′W / 36.83°N 119.68°W,October,93,63,67,74.98060462,71,6,56.3,mungbean
Florida,Palm Bay,27°58′N 80°40′W / 27.96°N 80.66°W,October,84,83,81,78.80371639,79,7,83.4,pomegranate
Missouri,Independence,39°05′N 94°21′W / 39.09°N 94.35°W,October,80,49,42,73.53640639,77,6,136.6,pigeonpeas
Louisiana,Lafayette,30°13′N 92°02′W / 30.21°N 92.03°W,October,85,43,83,54.04836714,84,5,95.2,lentil
Michigan,Ann Arbor,42°17′N 83°44′W / 42.28°N 83.73°W,October,88,45,73,68.33013317,65,3,104.3,pomegranate
Minnesota,Rochester,44°01′N 92°29′W / 44.02°N 92.48°W,October,68,44,78,48.41326917,69,8,110.2,blackgram
Connecticut,Hartford,41°46′N 72°41′W / 41.77°N 72.68°W,October,70,62,69,52.58430283,79,6,77.9,mothbeans
Texas,College Station,30°35′N 96°18′W / 30.59°N 96.30°W,October,72,59,44,50.36556473,76,8,71.1,papaya
California,Fairfield,38°16′N 122°02′W / 38.26°N 122.03°W,October,67,73,71,67.14558691,69,7,67.4,muskmelon
North Carolina,Wilmington,34°13′N 77°53′W / 34.21°N 77.89°W,October,72,61,44,59.68198788,80,6,81,cotton
South Carolina,North Charleston,32°55′N 80°04′W / 32.92°N 80.07°W,October,81,81,42,47.78174242,82,3,96.6,mungbean
Montana,Billings,45°47′N 108°33′W / 45.79°N 108.55°W,October,89,56,71,72.4677469,66,5,77.4,grapes
Florida,West Palm Beach,26°45′N 80°08′W / 26.75°N 80.13°W,October,90,76,69,59.36006379,66,4,69.7,pigeonpeas
California,Berkeley,37°52′N 122°18′W / 37.87°N 122.30°W,October,85,40,61,76.4324988,74,3,61.6,pigeonpeas
Massachusetts,Cambridge,42°23′N 71°07′W / 42.38°N 71.12°W,October,69,65,54,49.71202547,65,7,44.6,mungbean
Florida,Clearwater,27°59′N 82°46′W / 27.98°N 82.77°W,October,93,83,41,52.16010448,78,4,47.6,pigeonpeas
Utah,West Jordan,40°36′N 112°00′W / 40.60°N 112.00°W,October,87,50,74,64.11703326,75,6,145.1,orange
Indiana,Evansville,37°59′N 87°32′W / 37.99°N 87.53°W,October,77,53,58,46.24583031,66,4,125.8,banana
Texas,Richardson,32°58′N 96°43′W / 32.97°N 96.71°W,October,77,73,41,60.74493067,72,5,60.7,jute
Oklahoma,Broken Arrow,36°02′N 95°47′W / 36.04°N 95.78°W,October,88,83,71,67.22646171,69,4,137,lentil
California,Richmond,37°57′N 122°22′W / 37.95°N 122.36°W,October,78,80,73,58.38317346,72,6,66.8,rice
Texas,League City,29°29′N 95°07′W / 29.49°N 95.11°W,October,83,73,76,65.70714524,85,7,52.8,pigeonpeas
New Hampshire,Manchester,42°59′N 71°26′W / 42.98°N 71.44°W,October,86,54,84,60.2713438,85,7,122.6,mango
Florida,Lakeland,28°04′N 81°57′W / 28.06°N 81.95°W,October,87,41,47,51.6410394,72,5,140,muskmelon
California,Carlsbad,33°08′N 117°17′W / 33.13°N 117.28°W,October,78,73,82,60.50781621,68,5,99.7,pomegranate
California,Antioch,37°59′N 121°48′W / 37.98°N 121.80°W,October,79,64,72,73.749872,67,7,121.8,mothbeans
Colorado,Westminster,39°53′N 105°04′W / 39.88°N 105.06°W,October,90,42,59,69.46193863,73,3,138,mothbeans
North Carolina,High Point,35°59′N 79°59′W / 35.99°N 79.99°W,October,82,74,58,45.01870643,70,7,112.6,apple
Utah,Provo,40°15′N 111°39′W / 40.25°N 111.65°W,October,78,54,43,71.76120999,83,7,51.7,cotton
Massachusetts,Lowell,42°38′N 71°19′W / 42.64°N 71.32°W,October,85,54,83,54.34462023,69,5,117.6,muskmelon
Illinois,Elgin,42°02′N 88°20′W / 42.04°N 88.33°W,October,85,69,56,58.59530968,82,8,126.7,grapes
Connecticut,Waterbury,41°34′N 73°02′W / 41.56°N 73.04°W,October,86,46,51,45.34047179,70,6,149.5,pigeonpeas
Illinois,Springfield,39°47′N 89°38′W / 39.79°N 89.64°W,October,84,45,61,48.76986024,65,3,56.6,chickpea
Oregon,Gresham,45°30′N 122°26′W / 45.50°N 122.44°W,October,84,41,85,49.2378301,79,4,102.4,pigeonpeas
California,Murrieta,33°34′N 117°11′W / 33.57°N 117.19°W,October,73,71,49,62.56328239,78,5,144.8,kidneybeans
Texas,Lewisville,33°03′N 96°59′W / 33.05°N 96.98°W,October,73,49,72,79.44340417,75,8,135.7,jute
New Mexico,Las Cruces,32°20′N 106°47′W / 32.33°N 106.79°W,October,88,76,62,55.65371629,74,7,41.1,watermelon
Michigan,Lansing,42°43′N 84°34′W / 42.71°N 84.56°W,October,75,54,49,51.80679936,65,3,44.4,lentil
Texas,Beaumont,30°05′N 94°09′W / 30.08°N 94.15°W,October,77,83,50,63.04557089,69,8,90.2,mothbeans
Texas,Odessa,31°53′N 102°21′W / 31.88°N 102.35°W,October,79,50,48,78.15582925,74,7,40.9,grapes
Colorado,Pueblo,38°16′N 104°37′W / 38.27°N 104.61°W,October,68,76,77,61.28892208,78,5,41.7,chickpea
Illinois,Peoria,40°45′N 89°37′W / 40.75°N 89.62°W,October,78,55,54,68.86375912,76,5,128.9,mango
California,Downey,33°56′N 118°08′W / 33.94°N 118.13°W,October,65,44,57,77.0941915,67,8,149.5,mothbeans
Florida,Pompano Beach,26°14′N 80°08′W / 26.24°N 80.13°W,October,80,76,65,54.87816284,83,8,105.7,papaya
Florida,Miami Gardens,25°57′N 80°14′W / 25.95°N 80.24°W,October,75,69,76,49.40923176,80,6,47.3,papaya
California,Temecula,33°29′N 117°08′W / 33.49°N 117.13°W,October,72,54,57,63.06660849,69,7,82.8,mungbean
